Parameters of the vcal vs. pulse height fits
[3]*(TMath::Erf((x-[0])/[1])+[2])

637.031646491 447.849878916 1.59221809189 64.0677499231    Pix 0 0
612.257196209 478.988367006 1.48665514178 67.3195190973    Pix 0 1
612.257196209 478.988367006 1.48665514178 67.3195190973    Pix 0 2
627.973351641 462.90627122 1.5801882587 64.8140995274    Pix 0 3
611.285424034 470.421836705 1.55305228217 66.2860287588    Pix 0 4
594.273698432 487.014630007 1.45404123122 69.0277063153    Pix 0 5
608.207209861 467.580537518 1.49293115451 67.0513056935    Pix 0 6
-53.7587174344 1613.86427808 -0.0243447003481 174.694819446    Pix 0 7
733.112384188 628.837328564 1.42959214153 56.1815756288    Pix 0 8
732.226086638 787.577533674 1.20588996922 65.3384919608    Pix 0 9
657.128082945 844.189505144 1.03007837807 71.546290497    Pix 0 10
739.64345803 658.514395168 1.41957399514 55.2338134423    Pix 0 11
787.770590506 481.005548204 1.79515517704 45.9001310753    Pix 0 12
783.836616632 541.55138689 1.63911036669 48.9828145748    Pix 0 13
693.750137903 792.399995196 1.12057235489 63.251161727    Pix 0 14
726.226241322 659.036069049 1.45772257189 55.0162773597    Pix 0 15
506.663982685 1040.51567566 0.695083444981 87.0482240572    Pix 0 16
-85.2073788487 1815.32837467 -0.0144895252983 180.197736813    Pix 0 17
-132.449248855 1678.13226776 -0.0700016472232 181.35843968    Pix 0 18
792.708387828 489.947885904 1.8567923911 46.810246981    Pix 0 19
768.035028862 574.113277749 1.56073845561 54.0716964295    Pix 0 20
729.24727663 706.097472495 1.36537196791 59.0026524534    Pix 0 21
699.511261913 864.700075242 1.09367945873 71.1253568169    Pix 0 22
760.330028531 667.353342844 1.44402739403 58.1350794115    Pix 0 23
736.110371362 623.120407801 1.3743385647 55.7425590175    Pix 0 24
652.043858375 850.581513747 0.959174181474 72.1636210134    Pix 0 25
653.141298612 742.134113604 1.0499935716 67.0071519343    Pix 0 26
693.16875644 922.557334717 0.991396884297 75.8831449965    Pix 0 27
756.928995602 584.629878234 1.54280912331 49.938165514    Pix 0 28
778.472378129 530.131189315 1.76906814153 47.9086086465    Pix 0 29
746.959305613 708.695901162 1.28492498705 59.2598149896    Pix 0 30
693.750137903 792.399995196 1.12057235489 63.251161727    Pix 0 31
-746.68118915 2117.19910771 -0.404091028907 267.783426895    Pix 0 32
650.006750192 792.944530581 1.08990085507 63.3872095904    Pix 0 33
791.551513562 502.3634844 1.98245788403 43.5141056747    Pix 0 34
631.149934197 906.364074256 0.959554455993 72.2886618936    Pix 0 35
830.365974376 462.295179886 1.95979176002 41.3439501409    Pix 0 36
-84.0416393548 1737.49181201 -0.0377176407067 164.582068982    Pix 0 37
507.872520555 1087.12548612 0.613621182639 90.6601100519    Pix 0 38
-46.5577408715 1702.59554381 -0.0291761671519 164.603248075    Pix 0 39
511.885890807 1230.04991276 0.574023816062 95.5150707426    Pix 0 40
509.193489633 1231.48998397 0.591024074332 95.7408581961    Pix 0 41
695.197052546 785.324815832 1.06689556787 62.7956547525    Pix 0 42
711.707903972 750.531830616 1.15257172583 60.2535479772    Pix 0 43
754.783935268 708.935813511 1.29439797702 55.8117152506    Pix 0 44
756.928995602 584.629878234 1.54280912331 49.938165514    Pix 0 45
-85.5718002808 1823.78859989 -0.0326764042075 169.919644617    Pix 0 46
694.508495819 749.666676315 1.19740666318 60.0637842104    Pix 0 47
501.851972625 1146.32904309 0.566005658464 95.5208214971    Pix 0 48
698.651146224 780.76795765 1.11037211294 62.4059805995    Pix 0 49
758.713340921 720.383835572 1.27764873188 60.4081183033    Pix 0 50
678.166021211 1004.27938119 0.931090613631 77.058766971    Pix 0 51
482.517254209 1276.11063757 0.565012133122 99.5345182112    Pix 0 52
704.227741281 878.383906536 1.08985392355 67.8500732137    Pix 0 53
581.275938953 892.832255866 0.804624757535 73.9143880622    Pix 0 54
681.944543521 812.459475169 1.09172513778 64.8877759875    Pix 0 55
759.504113571 607.885813246 1.49257122924 51.7764748    Pix 0 56
704.227741281 878.383906536 1.08985392355 67.8500732137    Pix 0 57
786.839746552 489.712581801 1.85788771961 42.4264829612    Pix 0 58
656.529648833 989.853348201 0.878572136734 73.5522988238    Pix 0 59
798.048648069 510.182281385 1.75749662624 44.3225590694    Pix 0 60
711.707903972 750.531830616 1.15257172583 60.2535479772    Pix 0 61
724.634322988 688.889648378 1.23273309399 55.6283272268    Pix 0 62
711.693092717 715.358156545 1.2416131734 57.5341517725    Pix 0 63
667.083805019 790.238215625 1.05259721166 67.1047049211    Pix 0 64
