Parameters of the vcal vs. pulse height fits
[3]*(TMath::Erf((x-[0])/[1])+[2])

408.484871326 370.805214398 0.0178593728053 115.245917376    Pix 0 0
402.724305807 360.056526566 -0.0125155640831 113.851735455    Pix 0 1
396.652739197 368.378576366 -0.0278787030363 115.509517615    Pix 0 2
374.588599235 367.794241431 -0.00825020636377 118.254200081    Pix 0 3
396.208224951 364.363514413 -0.0125265859121 114.725885017    Pix 0 4
385.596710077 391.166768105 -0.0742909875316 121.309551663    Pix 0 5
376.351127316 376.113702075 -0.0391587629823 120.007584185    Pix 0 6
393.610407161 359.785382918 -0.0227895523133 114.908522317    Pix 0 7
383.262548257 381.76712568 -0.0544281394582 119.721104805    Pix 0 8
380.890331103 370.975228047 -0.0233811645859 117.107933689    Pix 0 9
380.455259628 373.950052669 -0.0512910067296 118.39543662    Pix 0 10
385.133158547 369.512640727 -0.0558030464592 117.952719862    Pix 0 11
390.765504495 374.00154139 -0.0264670261969 117.424581521    Pix 0 12
382.176821467 370.214118421 -0.0446738915703 117.505367506    Pix 0 13
390.484938082 361.089632897 -0.0507539630317 116.361380124    Pix 0 14
374.286508916 370.657269214 -0.0312890258689 116.945107017    Pix 0 15
400.731182258 362.822846702 -0.0388829083189 113.804148492    Pix 0 16
393.323582798 383.331443286 -0.0889234583048 118.808055895    Pix 0 17
394.274662487 382.97022794 -0.045816743338 118.725464187    Pix 0 18
383.585439985 390.780913328 -0.0688948899194 121.620916562    Pix 0 19
394.996192845 357.679166391 -0.0383017182416 113.748217217    Pix 0 20
396.828737442 375.244463095 -0.0212404432115 117.787410541    Pix 0 21
389.980468742 376.09315977 -0.0685585867884 118.349837204    Pix 0 22
391.186600004 383.733962324 -0.0948787965899 119.547649779    Pix 0 23
396.415666552 376.035029135 -0.0479130911679 119.09369442    Pix 0 24
390.490843983 369.355996983 -0.0481666160998 116.786988208    Pix 0 25
390.866545241 378.10610894 -0.073042146772 117.93399856    Pix 0 26
394.774590369 379.146374573 -0.0417029821878 118.090077144    Pix 0 27
396.790317108 379.158560607 -0.0715259041204 116.809440592    Pix 0 28
394.115191941 362.790577768 -0.047073086776 114.574500795    Pix 0 29
391.193685835 382.113507983 -0.0407358011848 118.218328802    Pix 0 30
388.111547893 377.137568928 -0.0518090670146 118.328759056    Pix 0 31
390.300610998 363.330284297 -0.0374554236146 115.601889951    Pix 0 32
381.713450528 384.698973255 -0.0548623725456 120.921596271    Pix 0 33
395.391180962 375.859146606 -0.0445808614461 116.514257106    Pix 0 34
401.487809567 394.494048274 -0.0910495479403 121.215807647    Pix 0 35
394.572608333 371.61473144 -0.0325798579416 117.043301327    Pix 0 36
397.745567184 366.449771924 -0.0415717702696 116.140400004    Pix 0 37
398.475333996 377.216169819 -0.0611753686783 116.421309354    Pix 0 38
394.921894049 379.021457931 -0.0432964714135 118.321805121    Pix 0 39
386.447159004 393.160464421 -0.0889465908651 120.931239999    Pix 0 40
409.820528692 366.512851195 -0.0531976182715 115.40831375    Pix 0 41
397.343219415 382.329870064 -0.0519586710332 118.490620497    Pix 0 42
397.649998988 377.434855083 -0.0609393489324 117.486095578    Pix 0 43
387.311703196 402.018563056 -0.111440286948 123.080111632    Pix 0 44
382.487001774 382.830771259 -0.0636591468963 119.829065426    Pix 0 45
393.526032495 401.657988467 -0.091248849334 121.268310116    Pix 0 46
409.900391025 373.417664655 -0.0849870525212 117.163685372    Pix 0 47
384.60069196 382.618049965 -0.0484963937385 120.14187018    Pix 0 48
399.263336514 384.603606505 -0.0773323266121 119.428030466    Pix 0 49
386.616960201 378.396450902 -0.0944003840978 119.504231653    Pix 0 50
402.170762663 373.002380228 -0.0471107394746 116.73599241    Pix 0 51
395.291635506 384.196844874 -0.0630764858391 117.514173994    Pix 0 52
375.533602846 397.691021 -0.100167195695 120.212164591    Pix 0 53
374.154057369 388.624742644 -0.0720308870445 120.968692653    Pix 0 54
398.351895502 382.763491893 -0.0718662146667 118.781753153    Pix 0 55
404.17527451 390.78219333 -0.0953639664429 119.65523959    Pix 0 56
410.804508847 390.865019031 -0.0442377442245 117.404283266    Pix 0 57
380.921093885 386.279562595 -0.0860923921713 119.465387712    Pix 0 58
407.846092114 400.549741516 -0.116865652012 120.227797474    Pix 0 59
396.946412646 407.215470846 -0.0766676717615 122.614283244    Pix 0 60
406.716860119 385.916181808 -0.081208893598 117.676447868    Pix 0 61
388.45177513 381.265617239 -0.0750057618603 117.969784487    Pix 0 62
405.237464966 391.691952712 -0.0658687902881 119.126915413    Pix 0 63
402.422068956 394.176738166 -0.0810532554287 120.007291631    Pix 0 64
407.452396153 401.821966307 -0.114280130964 120.020786287    Pix 0 65
410.201270457 385.44720818 -0.0538116785567 118.51469964    Pix 0 66
403.087697803 407.336350406 -0.0757334185804 120.412312224    Pix 0 67
402.13468004 407.745363086 -0.0857296820328 122.650470736    Pix 0 68
386.889729325 385.616182811 -0.0568398807098 118.999675675    Pix 0 69
423.411076186 386.716324871 -0.0559304551616 116.772160621    Pix 0 70
429.762433278 407.715691545 -0.102441980985 119.463313281    Pix 0 71
405.522250627 401.591506717 -0.060357311064 119.40971348    Pix 0 72
399.203942767 420.501458372 -0.0991069995345 123.429988969    Pix 0 73
418.108813972 406.180637286 -0.0857273219884 120.456770392    Pix 0 74
408.065619195 413.376905183 -0.0734600505115 121.100949286    Pix 0 75
415.20811521 406.714567206 -0.0746708809091 119.105264363    Pix 0 76
420.554488393 414.187173378 -0.107836248852 121.216263269    Pix 0 77
412.077505721 406.939316969 -0.0708538806041 120.620337723    Pix 0 78
445.254111967 453.455853685 -0.109357279175 122.774968905    Pix 0 79
381.358818774 335.84499506 0.039808314132 113.770933292    Pix 1 0
363.32860408 350.652729085 -0.031223010604 119.20705676    Pix 1 1
364.983936185 332.047443868 0.00524121108909 114.795872239    Pix 1 2
364.509484209 328.529944819 0.0399996188733 114.85058394    Pix 1 3
384.806226001 333.504317623 0.0100719461735 113.18123793    Pix 1 4
369.676436295 336.804502809 -0.0104901787519 114.715988201    Pix 1 5
377.46402929 339.663723612 0.0260139761476 115.165652117    Pix 1 6
378.787290908 341.90473819 0.00216813100705 115.241107868    Pix 1 7
386.371314758 349.786733822 -0.0158526800201 116.142934358    Pix 1 8
376.910466308 332.711203312 0.0296334789373 114.018556476    Pix 1 9
381.805388013 329.504662635 0.00580326892346 112.839299701    Pix 1 10
365.697549613 347.033280286 -0.0398915169358 117.061209717    Pix 1 11
379.135845633 334.759829099 0.0165272973262 115.349507222    Pix 1 12
388.920162816 336.796292082 0.00822001679181 113.321915827    Pix 1 13
366.277912057 339.032226317 -0.0275335515362 116.51471023    Pix 1 14
370.352375241 343.987890215 0.00917759058342 116.388488305    Pix 1 15
377.165305113 338.732419362 -0.014762343292 114.159729256    Pix 1 16
384.338896932 333.736767572 -0.020655474954 113.706846302    Pix 1 17
375.463946224 339.779113042 -0.0160820734914 117.250416948    Pix 1 18
348.810076006 342.969824657 -0.0278721181373 118.78788661    Pix 1 19
370.040844547 343.266495953 -0.0341967357656 116.586092521    Pix 1 20
379.605724668 329.045652842 0.040901256837 111.736833075    Pix 1 21
357.34925228 362.792292251 -0.0663863081606 121.424841366    Pix 1 22
367.219182153 348.328769442 -0.045878629837 118.835909858    Pix 1 23
368.245085534 332.625395195 0.00827570773416 115.386003913    Pix 1 24
361.320962553 331.349054712 -0.015130604683 115.199535242    Pix 1 25
368.874429257 338.658823439 -0.0204092319261 115.98095994    Pix 1 26
375.502196507 342.11446094 -0.00516943301184 116.858043003    Pix 1 27
379.506370575 350.123431374 -0.0330718917198 117.157083301    Pix 1 28
369.135255816 352.562060043 -0.0423034871291 117.263077225    Pix 1 29
389.363886756 336.64954879 0.0181384094516 113.415537866    Pix 1 30
379.534587623 345.027130862 -0.0271696691837 116.44104318    Pix 1 31
354.784293561 353.866950108 -0.0586834414074 120.6162998    Pix 1 32
378.414243627 343.979021134 -0.0104308053321 114.68579157    Pix 1 33
391.472029952 347.573090633 -0.0194969980481 116.556008905    Pix 1 34
375.649898549 344.393484893 -0.0524932545074 117.259434671    Pix 1 35
377.49272692 344.397855358 0.00592900092344 115.619248324    Pix 1 36
375.893338311 328.032160629 0.0214486160566 111.916566232    Pix 1 37
388.367166354 328.004401337 0.00350760950061 111.860333097    Pix 1 38
384.329060321 350.160564699 -0.00937983231737 117.41712457    Pix 1 39
394.117957705 342.952132934 -0.0204697979422 114.506217007    Pix 1 40
376.10829945 345.342444481 -0.0420356087102 115.294445961    Pix 1 41
370.490960966 352.039955122 -0.00922845486309 117.21595936    Pix 1 42
365.19547007 348.875039872 -0.0361881961502 117.494557914    Pix 1 43
389.934126105 341.701499024 -0.0245794601172 115.173320048    Pix 1 44
371.792994462 343.416685314 -0.00667562673131 116.229877615    Pix 1 45
390.658874919 346.526631997 -0.0360003318513 116.412483337    Pix 1 46
377.030133988 350.762558522 -0.0659077097164 118.210115482    Pix 1 47
370.667847749 349.83514385 -0.00277413059843 117.665391682    Pix 1 48
377.523403882 351.444751568 -0.0376785412021 117.893668167    Pix 1 49
373.2892143 338.892672986 -0.0342456423563 115.339447211    Pix 1 50
385.719107677 351.808896741 -0.0240254869478 117.222989564    Pix 1 51
368.417081354 365.588496627 -0.0860844997847 120.914937654    Pix 1 52
372.064523786 356.063095743 -0.0805467519346 118.816648813    Pix 1 53
380.935662272 362.784042999 -0.0388807522539 118.868709503    Pix 1 54
378.670070657 345.327381425 -0.0326395818345 116.028838162    Pix 1 55
367.56601631 372.816076133 -0.0898500438423 121.218406467    Pix 1 56
386.491507131 363.200744762 -0.0453122972472 119.606879054    Pix 1 57
377.504244255 340.380525134 -0.0230550880577 115.013304624    Pix 1 58
381.528730503 349.12086422 -0.0677166359608 118.431074421    Pix 1 59
383.236060513 360.38214987 -0.0572846181651 120.244519867    Pix 1 60
378.259894209 363.25908774 -0.0668440841475 119.129214232    Pix 1 61
386.630991503 366.785677393 -0.0749516089232 120.323725897    Pix 1 62
382.7235896 350.371499504 -0.0163423442573 117.150478652    Pix 1 63
373.202082181 369.633987074 -0.0744873382152 121.287667563    Pix 1 64
389.295693343 345.937352227 -0.0525829912912 115.322876307    Pix 1 65
393.145157669 368.204110538 -0.0335604869617 118.278138777    Pix 1 66
383.603364578 346.245610731 -0.0243471359721 115.239480278    Pix 1 67
384.580946195 379.769131145 -0.0756573825464 121.50191403    Pix 1 68
391.556466298 372.427113565 -0.0401933729369 119.011422433    Pix 1 69
390.230161195 367.526416106 -0.041824911707 118.111504988    Pix 1 70
391.395209107 368.479227517 -0.071015357986 118.542500273    Pix 1 71
373.907000871 372.878932445 -0.0422786405577 120.43083364    Pix 1 72
397.86131205 363.385400943 -0.0435903716273 117.10660873    Pix 1 73
379.616284504 389.668833552 -0.0980075975173 123.379892447    Pix 1 74
385.729151769 392.435080954 -0.082887087938 123.53417324    Pix 1 75
391.871618121 393.638442391 -0.0980700982693 123.301438339    Pix 1 76
388.320321067 382.231076222 -0.0914346247117 121.235332652    Pix 1 77
408.17654426 371.090232381 -0.0297221594733 118.727118012    Pix 1 78
427.156783407 391.643563996 -0.055990329271 116.729886726    Pix 1 79
354.923654923 338.998585678 0.0816507824805 115.016090827    Pix 2 0
357.347252695 330.919080463 0.0520503029611 114.506451539    Pix 2 1
363.433029247 328.02402843 0.0551431328585 113.051460506    Pix 2 2
368.865417269 320.814542276 0.113486703907 109.853928189    Pix 2 3
373.460780174 316.75246307 0.0964711827755 109.799457569    Pix 2 4
361.936375575 324.676767238 0.0572435408831 111.106715792    Pix 2 5
352.892025467 354.00440688 0.0181684175446 120.055529251    Pix 2 6
359.628031786 333.715544261 0.0557938477329 114.031236752    Pix 2 7
338.27753119 334.749229656 0.0150658552339 116.60614246    Pix 2 8
351.689722324 348.213493752 0.0188860081622 117.242400476    Pix 2 9
365.868140913 337.616494596 0.027408586531 114.217261007    Pix 2 10
360.452001189 324.807038782 0.0438351626343 112.29506564    Pix 2 11
378.552235486 342.175514104 0.0505123533203 114.622246737    Pix 2 12
364.555993109 348.255885254 0.0170539357376 116.567291088    Pix 2 13
362.695191762 340.820838196 0.0100271935189 115.217762506    Pix 2 14
377.469192447 349.777254067 0.0233252351271 116.635579533    Pix 2 15
370.13966976 343.724775976 0.00124396105902 117.318095552    Pix 2 16
373.327174163 338.684005779 0.00492113826057 114.952963493    Pix 2 17
352.089333228 328.215468318 0.0597589254009 113.528328823    Pix 2 18
368.615755681 344.771152793 -0.0025801882048 116.495210839    Pix 2 19
363.257421885 347.581047594 -0.00721078222623 117.163342002    Pix 2 20
368.504788751 336.009498878 0.0328380965517 114.686541625    Pix 2 21
371.338082241 330.496715036 0.0397110902775 112.975385582    Pix 2 22
364.15865957 351.14992318 -0.0348423880451 118.436588377    Pix 2 23
363.272206316 341.12095367 0.0490624068045 114.753208858    Pix 2 24
376.830228649 358.712480035 -0.0149714326278 119.105607087    Pix 2 25
354.327554627 347.061965808 -0.0171347968313 118.429489492    Pix 2 26
361.341471644 363.17393398 -0.0142922526032 121.061578843    Pix 2 27
358.179629531 343.879504955 0.00249085807366 117.100475172    Pix 2 28
370.471025717 357.707481836 -0.0265856948079 119.848977069    Pix 2 29
366.123202748 338.964554251 0.053778567486 114.297901663    Pix 2 30
364.891532404 354.261725801 -0.00462344403294 119.063633703    Pix 2 31
362.971538429 349.07505866 -0.0061928023379 117.283926205    Pix 2 32
356.916786739 342.02796071 0.0307601707579 115.631622375    Pix 2 33
354.122375656 357.397598022 -0.0330753560408 120.162294252    Pix 2 34
366.73219699 354.547581006 -0.0352995236378 118.546447363    Pix 2 35
345.273087764 359.311430202 0.00730196248904 118.545648809    Pix 2 36
354.892474275 340.891615225 -0.000886616703111 116.424216744    Pix 2 37
362.516594832 343.220413607 -0.0139778275569 116.986048555    Pix 2 38
364.182040662 354.836219976 0.00326645863728 117.858512073    Pix 2 39
371.084510415 338.936891244 0.00838221106575 114.48573675    Pix 2 40
334.936143945 363.817127905 -0.0490447949239 121.267805939    Pix 2 41
365.289403566 359.780555542 -0.00213847566043 118.500022426    Pix 2 42
361.272602936 348.005279001 0.00447313653525 115.639983631    Pix 2 43
365.482339531 347.606911597 -0.0170684100202 117.165021008    Pix 2 44
349.5213921 371.192776886 -0.0478139023956 123.279688765    Pix 2 45
352.42243954 344.144971864 -0.0171477772065 116.275193018    Pix 2 46
362.69962806 358.567504423 -0.0424390904113 118.305604933    Pix 2 47
364.967974153 344.593637421 0.00974933622902 115.211363313    Pix 2 48
360.404428759 351.015641714 -0.0137533987059 117.980954236    Pix 2 49
363.750080091 354.738195813 -0.0305446526595 118.001182743    Pix 2 50
355.796906397 342.49232199 -0.00364332043986 116.870160931    Pix 2 51
366.556798979 358.471027443 -0.038915630957 118.884663745    Pix 2 52
