#CH ROC  RZ           RY           X            Y            Z           (dX)         (dY)
 1  -1  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00
 1   0  +0.0000E+00               +0.0000E+00  +0.0000E+00  +1.4224E+01  +1.1696E-02  +1.1579E-02
 1   1  -1.3868E-03               +2.9421E-02  +8.3276E-03  +1.2192E+01  +6.7185E-03  +8.5158E-03
 1   2  -3.6855E-03               -2.4781E-02  +7.9736E-02  +2.0320E+00  +5.5276E-03  +8.1863E-03
 1   3  +2.6928E-02               -7.3062E-02  +1.3137E-01  +0.0000E+00  +1.9695E-02  +1.0764E-02
