#CH ROC  RZ           RY           X            Y            Z           (dX)         (dY)
 1  -1  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00
 1   0  +0.0000E+00               +0.0000E+00  +0.0000E+00  +1.4224E+01  +1.2052E-02  +1.1066E-02
 1   1  -6.2371E-03               +1.1524E-01  +1.1251E-02  +1.2192E+01  +8.2985E-03  +8.0979E-03
 1   2  -1.3328E-02               +5.0361E-02  +1.5366E-02  +2.0320E+00  +9.0398E-03  +8.5667E-03
 1   3  +1.2933E-02               +7.2961E-02  +5.5551E-02  +0.0000E+00  +1.0866E-02  +8.5848E-03
