#CH ROC  RZ           RY           X            Y            Z           (dX)         (dY)
 1  -1  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00
 1   0  +0.0000E+00               +0.0000E+00  +0.0000E+00  +1.0160E+01  +1.2535E-02  +1.2476E-02
 1   1  +1.3222E-02               +3.6599E-02  +5.6277E-02  +8.1280E+00  +8.3089E-03  +6.8108E-03
 1   2  +1.8288E-03               -9.9542E-03  +1.5075E-02  +2.0320E+00  +7.2428E-03  +8.1299E-03
 1   3  +1.0728E-03               -1.5077E-02  +7.3499E-04  +0.0000E+00  +8.1185E-03  +8.3533E-03
