#CH ROC  RZ           RY           X            Y            Z           (dX)         (dY)
 1  -1  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00
 1   0  +0.0000E+00               +0.0000E+00  +0.0000E+00  +1.4224E+01  +1.0505E-02  +9.6349E-03
 1   1  +6.0129E-03               +2.0773E-02  +1.6717E-02  +1.2192E+01  +7.9792E-03  +8.2076E-03
 1   2  -2.2253E-03               +1.6822E-02  +6.7490E-02  +2.0320E+00  +9.5815E-03  +9.9902E-03
 1   3  +3.0594E-03               +6.7322E-03  -8.7330E-02  +0.0000E+00  +1.0806E-02  +1.3218E-02
