#CH ROC  RZ           RY           X            Y            Z           (dX)         (dY)
 1  -1  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00
 1   0  +0.0000E+00               +0.0000E+00  +0.0000E+00  +1.4224E+01  +9.4310E-03  +1.0598E-02
 1   1  +1.6558E-02               -1.7826E-02  -7.7253E-03  +1.2192E+01  +8.9198E-03  +6.8769E-03
 1   2  +1.8929E-03               -7.8212E-03  +8.2282E-02  +2.0320E+00  +7.2806E-03  +8.0624E-03
 1   3  +4.8515E-03               -2.7605E-02  -7.8857E-02  +0.0000E+00  +8.6652E-03  +6.9403E-03
