#CH ROC  RZ           RY           X            Y            Z           (dX)         (dY)
 1  -1  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00
 1   0  +0.0000E+00               +0.0000E+00  +0.0000E+00  +1.0160E+01  +9.2525E-03  +8.0699E-03
 1   1  +8.7075E-04               +2.8083E-02  -4.2522E-02  +8.1280E+00  +9.2766E-03  +9.7406E-03
 1   2  -1.9887E-02               +1.9029E-02  -7.4689E-02  +2.0320E+00  +1.0783E-02  +1.0943E-02
 1   3  +7.3763E-03               +9.6814E-03  -4.8544E-02  +0.0000E+00  +1.2748E-02  +9.7025E-03
