#CH ROC  RZ           RY           X            Y            Z           (dX)         (dY)
 1  -1  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00
 1   0  -1.7856E-03               -1.7467E-03  -8.3201E-04  +1.0160E+01  +1.2139E-02  +1.2793E-02
 1   1  +7.1217E-03               +4.3735E-02  +5.6536E-02  +8.1280E+00  +7.3187E-03  +6.3790E-03
 1   2  +4.0046E-05               -2.2801E-02  +1.4625E-02  +2.0320E+00  +9.7412E-03  +8.1849E-03
 1   3  +0.0000E+00               +0.0000E+00  +0.0000E+00  +0.0000E+00  +1.6844E-02  +7.5510E-03
