#CH ROC  RZ           RY           X            Y            Z           (dX)         (dY)
 1  -1  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00  +0.0000E+00
 1   0  +0.0000E+00               +0.0000E+00  +0.0000E+00  +1.0160E+01  +1.2158E-02  +1.1460E-02
 1   1  -1.9098E-02               +2.3412E-02  -2.9401E-03  +8.1280E+00  +7.0303E-03  +6.5704E-03
 1   2  +5.6912E-03               -5.1257E-02  -1.6976E-03  +2.0320E+00  +8.6548E-03  +7.9196E-03
 1   3  -9.4640E-03               +3.1014E-02  -3.8518E-03  +0.0000E+00  +9.0432E-03  +8.8114E-03
