Pulse heights for the following Vcal values:
Low range:  10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 
High range:  30 50 70 90 200 

   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   4   5   9  12  14  15  20  23  27  29  14  62 109 157 255    Pix  0  0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   4   6  10  13  14  18  21  25  28  30  15  64 111 158 255    Pix  0  1
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   5   7  12  13  15  19  21  25  29  30  16  64 111 158 255    Pix  0  2
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   5   5  11  12  14  17  19  24  28  30  14  63 110 158 255    Pix  0  3
   0   0   0   0   0   0   0   0   0   0   0   0   1   4   6   9  12  13  15  20  23  26  29  32  34  20  70 117 165 255    Pix  0  4
   0   0   0   0   0   0   0   0   0   0   0   0   1   3   5   9  12  13  15  19  22  26  29  31  34  20  68 117 165 255    Pix  0  5
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   4   5  10  13  14  17  20  25  28  30  15  64 111 159 255    Pix  0  6
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   4   6  10  12  14  16  18   8  50  94 139 255    Pix  0  7
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   4   6   9  12  14  15  18   6  48  93 136 255    Pix  0  8
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   5   5   9  13  14  15  18   7  47  93 136 255    Pix  0  9
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   5   6  12  13  15  17  19   9  49  94 139 255    Pix  0 10
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   4   5   9  12  14  15  17   6  47  93 136 255    Pix  0 11
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   3   5   8  12  13  15   5  46  91 133 255    Pix  0 12
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   3   5   7  10  13   2  44  85 131 254    Pix  0 13
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   2   5   7  10  13   1  43  84 127 255    Pix  0 14
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   4   7   9  12  14  15  20  22  27  13  54  99 143 255    Pix  0 15
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   4   6   9  12  13  15  19  21  10  52  94 140 255    Pix  0 16
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   3   4   7  11  13  14  15  19  23  25  13  57 101 143 255    Pix  0 17
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   2   5   5  10  13  13  15  19  22  11  53  97 141 255    Pix  0 18
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   2   5   7  11  13  14  16  19   8  49  93 138 255    Pix  0 19
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   4   5   7  12  13  15   4  45  90 131 255    Pix  0 20
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   4   7  10  13  14  16  20   8  49  94 136 255    Pix  0 21
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   5   6   9  12  14  16  17   7  47  93 134 255    Pix  0 22
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   4   5   8  13  13  16  18  21  10  51  95 141 255    Pix  0 23
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   4   6   8  12   1  40  83 125 254    Pix  0 24
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   3   5   7  12  12   1  41  83 126 254    Pix  0 25
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   3   5   8  12  13   2  43  89 129 254    Pix  0 26
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   5   5   9  13  14   3  42  84 126 255    Pix  0 27
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   3   5   7  11  13  14   4  45  85 128 255    Pix  0 28
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   4   6  10  13  14  16  18   8  49  94 134 255    Pix  0 29
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   2   5   7   9   0  39  80 123 253    Pix  0 30
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   4   5   7  12  13   1  43  85 125 254    Pix  0 31
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   4   6   8   0  35  78 118 253    Pix  0 32
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   6   7   8  12  13   2  42  80 124 255    Pix  0 33
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   3   4   6   9  12  13  16  17   7  46  87 128 255    Pix  0 34
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   3   4   7  10  13  14  16   5  46  85 127 255    Pix  0 35
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   2   5   7   9   0  35  77 116 253    Pix  0 36
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   3   6   7  12  13   2  42  79 122 254    Pix  0 37
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   3   4   7  11  12   1  38  78 121 254    Pix  0 38
