Pulse heights for the following Vcal values:
Low range:  10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210 215 220 225 230 235 240 245 250 255 
High range:  30 50 70 90 200 

   0   0   0   0   0   6   8   8   8   8  10  10  10  10  11  12  13  12  13  13  13  14  14  15  15  15  15  17  17  17  19  20  20  21  22  24  25  26  28  28  29  29  30  30  31  32  34  36  36  37  28  63 103 147 241    Pix  0  0
   0   0   0   0   0   6   6   6   7   8   8   9   9   9  10  11  11  11  12  13  13  13  14  14  14  14  15  15  16  16  17  18  20  20  21  22  22  24  26  26  28  28  29  29  30  31  32  34  33  36  28  62 101 143 239    Pix  0  1
   0   0   0   0   0   6   5   6   6   6   6   7   7   8   9  11  10  12  11  12  12  13  13  14  14  14  15  15  15  16  17  17  18  20  20  21  22  23  24  25  27  28  29  29  30  31  31  32  33  36  28  62 101 143 238    Pix  0  2
   0   0   0   0   0   8   9   9   9   9   9  10  11  10  12  12  12  13  13  13  13  14  14  15  15  15  15  17  17  19  20  20  20  21  23  24  26  28  28  28  29  29  30  31  32  32  35  36  36  37  29  63 105 147 243    Pix  0  3
   0   0   0   0   0   9   9   9  11  11  12  12  12  12  13  13  13  13  14  14  14  14  15  15  15  16  16  18  19  20  20  21  22  24  25  25  28  28  28  29  30  30  30  31  33  34  35  36  37  38  30  63 104 145 244    Pix  0  4
   0   0   0   0   0   8   9   8  10  10  11  11  12  12  12  13  13  13  13  14  14  14  15  15  15  15  16  18  19  20  20  20  21  22  23  25  27  27  28  28  29  30  31  31  32  33  35  36  36  37  29  63 103 144 240    Pix  0  5
   0   0   0   0   0   3   3   4   3   4   4   5   5   5   5   6   6   8   8   7   9  10  11  12  12  12  13  13  13  14  14  14  15  15  17  18  20  20  21  22  24  25  27  28  29  29  29  30  31  32  25  60  99 142 238    Pix  0  6
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   1   1   0   1   2   4   4   4   5   5   5   8   6   8   8   9   9   5  29  63 103 197    Pix  0  7
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   1   1   1   1   2   1   2   2   4   4   4   4   5   5   6   7   7   8   9  10  11  12  12  13   5  32  68 109 203    Pix  0  8
   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   0   1   1   1   1   2   2   3   2   4   3   5   5   5   5   6   7   8   9   9  11   4  29  63 104 197    Pix  0  9
   0   0   0   0   0   3   4   4   4   4   4   3   3   4   4   3   3   3   3   4   3   3   4   4   4   5   4   5   5   5   6   5   6   6   7   7   9   9  10  10  12  12  12  13  13  13  14  14  15  15  11  38  76 117 212    Pix  0 10
   0   0   0   0   0   1   1   1   1   1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   1   1   1   1   1   1   1   2   3   3   3   3   4   5   5   5   6   6   7   7   9   9  11  11  12  12   5  31  65 108 203    Pix  0 11
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   2   2   2   4   4   5   5   5   6   1  28  61 101 196    Pix  0 12
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   1   1   2   2   2   3   4   5   5   5   6   7   9   9  10  10   4  30  68 110 206    Pix  0 13
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   1   1   2   3   4   4   5   5   6   7   1  29  63 107 199    Pix  0 14
   0   0   0   0   0   6   7   7   6   7   7   7   6   6   6   6   6   7   7   7   6   7   8   8   8   9   9  10  10  10  11  10  12  12  12  13  13  13  13  14  14  14  15  15  15  16  18  18  19  20  14  42  78 118 212    Pix  0 15
   0   0   0   0   0   5   5   5   5   5   5   5   5   5   5   5   5   5   5   5   5   5   5   6   6   7   6   7   6   8   7   8   9   9   9  10  11  12  12  12  13  13  13  14  14  15  15  15  15  16  13  39  75 114 208    Pix  0 16
   0   0   0   0   0   7   6   5   6   6   6   5   6   5   5   6   5   6   5   6   5   6   6   6   6   6   7   7   7   8   8   9   9   9  10  11  11  12  12  13  13  13  13  14  15  14  15  16  16  17  13  41  77 117 212    Pix  0 17
   0   0   0   0   0   2   2   1   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   2   2   2   2   4   3   4   4   4   4   5   6   6   6   8   8   9   9  10  11  12  13  13  13   6  35  70 111 205    Pix  0 18
   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   1   0   0   0   0   0   1   1   0   1   1   1   1   1   2   3   2   3   4   4   4   5   5   5   5   7   8   9   9  10  12  12  13  13  14   6  34  70 111 206    Pix  0 19
   0   0   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   0   1   1   1   2   2   2   3   3   3   4   5   4   5   5   5   6   7   9  10  11  11  12  12  13   5  32  68 109 205    Pix  0 20
   0   0   0   0   0   2   1   2   2   2   2   1   1   1   1   2   1   2   1   1   1   1   2   1   2   3   3   3   3   4   4   4   5   5   5   5   6   7   7   8   9   9  11  11  12  12  13  13  14  14   8  35  74 114 207    Pix  0 21
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   1   1   2   2   4   3   4   5   5   4   6   6   6   7   8   9  10  11  12  13   5  30  66 108 204    Pix  0 22
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   1   1   2   2   2   4   4   4   5   5   6   6   8   9  11   3  29  64 104 199    Pix  0 23
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   2   2   3   3   5   5   5   6   1  28  62 104 197    Pix  0 24
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   2   2   3   4   5   5   5   6   1  28  62 102 197    Pix  0 25
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   2   2   3   3   4   5   6   6   7   8   1  29  63 106 199    Pix  0 26
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   1   2   1   3   4   3   4   4   5   5   6   6   7   9  10   9  11   5  30  67 108 204    Pix  0 27
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   1   1   1   2   2   1   2   3   3   3   4   5   5   5   5   6   7   8   8   9  10  11  11  13   5  30  65 105 199    Pix  0 28
   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   1   0   1   1   1   1   1   2   3   3   4   4   4   5   5   6   6   8   8   9  11  10  11  12   5  31  66 108 203    Pix  0 29
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   2   2   3   3   4   5   6   0  27  62 104 197    Pix  0 30
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   2   3   4   4   5   5   5   7   8   8  10   3  30  64 107 203    Pix  0 31
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   1   2   3   4   5   5   5   5   7   1  28  63 104 198    Pix  0 32
   0   0   0   0   0   5   4   4   4   5   5   5   4   4   4   4   4   4   5   5   4   5   5   5   5   5   5   5   5   6   6   6   7   8   9  11  10  10  11  11  12  12  13  13  13  14  15  15  15  15  12  37  73 112 207    Pix  0 33
   0   0   0   0   0  12  10  10  10  10  10  11   9   9   9   9   9  10  10  10   9  11  11  12  11  12  11  12  13  13  13  13  13  14  14  14  15  15  15  15  16  17  18  19  20  21  22  23  23  24  16  47  85 128 221    Pix  0 34
   0   0   0   0   0   5   6   5   6   6   6   5   5   5   5   6   5   5   6   5   5   5   6   6   6   6   7   8   8   8   9   9  10  11  12  12  12  12  13  13  14  14  14  14  14  15  16  16  18  19  13  42  77 118 214    Pix  0 35
   0   0   0   0   0   2   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   2   3   3   3   3   3   3   4   5   5   5   6   6   7   8   9  10  11  11  12  13  13  13  14   7  35  71 111 205    Pix  0 36
