Pulse heights for the following Vcal values:
Low range:  50 100 150 200 250 
High range:  10 17 24 30 50 70 90 120 200 

  47  61  76  92 107  48  64  78  90 135 182 224 255 255    Pix  0  0
  45  56  71  86 100  46  61  74  84 130 175 219 255 255    Pix  0  1
  42  54  69  84  99  44  60  72  81 128 174 216 255 255    Pix  0  2
  51  63  78  93 108  51  66  79  91 138 180 222 255 255    Pix  0  3
  47  60  75  88 103  48  62  77  86 132 175 219 255 255    Pix  0  4
  46  58  73  86 102  46  62  75  84 130 174 215 255 255    Pix  0  5
  39  51  65  79  94  41  54  67  78 123 164 206 255 255    Pix  0  6
  35  46  61  74  87  36  48  61  73 116 158 198 255 255    Pix  0  7
  42  51  64  79  94  41  55  67  78 123 164 205 255 255    Pix  0  8
  39  52  64  78  95  41  56  67  78 123 166 208 255 255    Pix  0  9
  39  51  65  79  95  41  56  68  79 124 166 207 255 255    Pix  0 10
  41  53  65  80  95  43  56  69  79 124 167 208 255 255    Pix  0 11
  37  48  63  78  93  38  53  65  77 121 165 207 255 255    Pix  0 12
  38  49  64  78  94  38  55  67  77 124 168 210 255 255    Pix  0 13
  31  43  56  70  84  32  46  59  69 112 156 197 253 255    Pix  0 14
  46  59  74  88 102  47  62  76  86 131 174 217 255 255    Pix  0 15
  48  61  77  91 106  50  64  78  88 133 177 221 255 255    Pix  0 16
  45  57  70  84 100  46  61  73  83 127 172 212 255 255    Pix  0 17
  39  52  65  79  95  41  56  67  79 124 167 208 255 255    Pix  0 18
  39  50  64  78  93  40  54  66  77 124 165 206 255 255    Pix  0 19
  37  46  62  76  92  37  51  64  75 119 162 205 255 255    Pix  0 20
  37  48  63  78  92  38  53  64  77 121 163 206 255 255    Pix  0 21
  39  51  64  78  94  41  55  66  78 123 165 207 255 255    Pix  0 22
  42  53  66  80  97  43  58  69  79 126 169 211 255 255    Pix  0 23
  36  46  61  75  90  35  49  61  73 117 160 204 255 255    Pix  0 24
  35  46  60  75  90  36  50  61  73 117 160 205 255 255    Pix  0 25
  36  46  61  75  90  36  49  61  75 117 159 204 255 255    Pix  0 26
  44  55  69  83  98  44  59  71  80 128 172 214 255 255    Pix  0 27
  44  54  69  83  99  44  60  71  80 127 172 214 255 255    Pix  0 28
  42  53  67  81  96  43  57  69  79 125 169 209 255 255    Pix  0 29
  36  47  61  77  93  36  51  63  76 120 163 205 255 255    Pix  0 30
