Pulse heights for the following Vcal values:
Low range:  50 100 150 200 250 
High range:  10 17 24 30 50 70 90 120 200 

  37  48  63  76  91  40  54  65  77 123 170 215 255 255    Pix  0  0
  37  47  61  74  89  38  53  63  74 121 164 211 255 255    Pix  0  1
  43  52  66  79  94  44  58  69  79 129 175 223 255 255    Pix  0  2
  44  53  66  80  95  45  60  71  80 128 175 223 255 255    Pix  0  3
  43  52  65  78  93  43  60  69  79 127 173 221 255 255    Pix  0  4
  35  43  48  58  66  37  45  52  60  86 113 145 196 255    Pix  0  5
  32  39  47  54  64  32  42  47  56  83 114 144 195 255    Pix  0  6
  31  40  46  53  62  31  42  46  55  82 110 142 192 255    Pix  0  7
  30  34  44  48  58  30  38  44  47  73  99 128 172 252    Pix  0  8
  34  42  49  58  66  34  44  48  58  84 113 145 196 255    Pix  0  9
  34  41  48  55  64  32  43  47  55  83 111 142 193 255    Pix  0 10
  31  38  46  54  63  31  42  48  54  79 109 140 187 255    Pix  0 11
  23  30  38  46  55  24  32  41  47  75 104 136 188 255    Pix  0 12
  28  31  38  47  56  28  34  41  47  73  98 128 176 254    Pix  0 13
  26  32  37  46  54  26  33  39  46  73 100 127 177 255    Pix  0 14
  38  43  48  60  66  37  46  51  61  89 116 147 199 255    Pix  0 15
  37  44  50  59  64  37  45  50  58  83 108 138 182 255    Pix  0 16
  37  43  47  55  63  37  45  49  56  79 104 130 173 252    Pix  0 17
  31  32  37  45  52  28  34  40  46  66  91 113 158 232    Pix  0 18
  31  34  43  48  60  32  37  45  51  76  99 127 174 253    Pix  0 19
  31  36  44  50  57  31  40  46  50  76  95 124 167 238    Pix  0 20
  29  31  40  46  56  28  35  43  46  70  95 122 166 240    Pix  0 21
  29  36  43  48  57  31  39  44  47  74  99 126 171 250    Pix  0 22
  31  35  39  48  56  30  36  42  48  73  94 121 163 237    Pix  0 23
  25  29  35  42  50  27  31  37  45  65  92 119 163 240    Pix  0 24
  26  30  37  42  50  24  31  36  44  66  92 116 160 237    Pix  0 25
  24  30  34  43  48  22  31  35  45  69  96 125 174 254    Pix  0 26
  31  36  44  51  60  30  39  45  51  76 100 128 173 253    Pix  0 27
  31  35  44  53  61  30  41  47  52  79 109 142 192 255    Pix  0 28
  31  38  45  52  61  30  41  46  53  83 110 140 190 255    Pix  0 29
  22  29  34  43  50  24  31  37  43  67  94 124 172 252    Pix  0 30
  24  29  36  45  52  23  31  38  44  69  96 127 173 255    Pix  0 31
  15  24  30  37  44  17  27  31  35  62  89 115 161 242    Pix  0 32
  34  42  46  57  64  34  45  49  57  83 111 143 193 255    Pix  0 33
  36  46  61  74  88  38  51  62  75 118 165 213 255 255    Pix  0 34
  36  48  61  77  89  38  53  63  77 122 166 212 255 255    Pix  0 35
  30  42  54  66  79  31  47  58  68 112 159 207 255 255    Pix  0 36
  29  32  39  46  56  29  35  41  47  75 101 128 175 255    Pix  0 37
  30  40  52  64  79  31  46  56  67 111 158 206 255 255    Pix  0 38
  33  40  46  52  61  34  43  46  54  78 104 130 176 253    Pix  0 39
  30  39  51  64  78  30  44  55  65 110 157 203 255 255    Pix  0 40
  29  39  51  64  79  31  45  56  65 110 156 202 255 255    Pix  0 41
  21  28  35  40  47  22  30  35  43  65  92 121 165 243    Pix  0 42
  21  28  31  42  49  21  29  33  43  67  95 124 174 253    Pix  0 43
  17  26  31  39  47  20  28  32  39  64  91 120 165 246    Pix  0 44
  29  34  42  49  60  29  37  44  49  77 105 134 185 255    Pix  0 45
  30  35  43  48  55  29  37  42  46  73  96 125 169 247    Pix  0 46
  30  33  41  47  54  31  35  42  46  71  96 124 167 248    Pix  0 47
  23  30  35  43  51  23  30  37  44  71  95 128 175 255    Pix  0 48
  25  29  35  43  49  24  31  36  43  67  94 120 168 245    Pix  0 49
  24  28  34  44  52  20  31  36  43  70  97 128 177 255    Pix  0 50
  31  37  45  52  60  31  40  46  52  78 104 134 182 255    Pix  0 51
  37  45  49  59  67  39  46  51  59  86 111 141 186 255    Pix  0 52
  33  39  46  52  63  33  42  48  55  81 109 138 186 255    Pix  0 53
